Nom point,Type point,Réussites,Essais,Date,Timestamp,Commentaire
Gretillat Position 15,Prise americaine,1,5,2024-12-20,2024-12-20 17:07:55.909856,RAS
Gretillat Position 16,Prise americaine,1,9,2024-12-20,2024-12-20 17:10:39.539865,RAS
Gretillat Position 1,Prise americaine,5,10,2025-01-14,2025-01-14 11:50:06.254104,RAS
Gretillat Position 2,Prise americaine,7,10,2025-01-14,2025-01-14 11:56:17.614202,RAS
Gretillat Position 3,Prise americaine,2,10,2025-01-14,2025-01-14 12:00:29.429095,RAS
Gretillat Position 4,Prise americaine,3,10,2025-01-14,2025-01-14 12:06:09.840067,RAS
Gretillat Position 8,Prise americaine,1,10,2025-01-14,2025-01-14 12:12:29.662274,RAS
Gretillat Position 9,Prise americaine,2,10,2025-01-14,2025-01-14 12:17:34.816369,RAS
Gretillat Position 11,Prise americaine,2,10,2025-01-14,2025-01-14 12:22:03.526056,RAS
Gretillat Position 12,Prise americaine,3,10,2025-01-14,2025-01-14 12:29:42.904341,RAS
Gretillat Position 12,Prise americaine,2,10,2025-01-14,2025-01-14 12:35:27.947300,RAS
Gretillat Position 14,Prise americaine,2,10,2025-01-14,2025-01-14 12:40:36.926167,RAS
Gretillat Position 1,Rappel de long,1,3,2025-01-17,2025-01-17 16:40:26.970061,RAS
Gretillat Position 2,Rappel de long,1,2,2025-01-17,2025-01-17 16:42:12.898089,RAS
Gretillat Position 3,Rappel de long,1,3,2025-01-17,2025-01-17 16:44:33.188788,RAS
Gretillat Position 4,Rappel de long,1,2,2025-01-17,2025-01-17 16:46:21.739758,RAS
Gretillat Position 5,Rappel de long,1,7,2025-01-17,2025-01-17 16:51:39.648813,RAS
Gretillat Position 6,Rappel de long,1,1,2025-01-17,2025-01-17 16:52:31.968683,RAS
Gretillat Position 7,Rappel de long,1,2,2025-01-17,2025-01-17 16:54:02.361073,RAS
Gretillat Position 8,Rappel de long,1,8,2025-01-17,2025-01-17 16:59:09.368903,RAS
Gretillat Position 9,Rappel de long,1,3,2025-01-17,2025-01-17 17:01:06.250268,RAS
Gretillat Position 10,Rappel de long,1,1,2025-01-17,2025-01-17 17:01:56.650438,RAS
Gretillat Position 11,Rappel de long,1,7,2025-01-17,2025-01-17 17:05:15.928773,RAS
Gretillat Position 12,Rappel de long,1,2,2025-01-17,2025-01-17 17:06:27.089926,RAS
Gretillat Position 13,Rappel de long,1,4,2025-01-17,2025-01-17 17:08:45.169185,RAS
Gretillat Position 14,Rappel de long,1,5,2025-01-17,2025-01-17 17:11:35.690506,RAS
Gretillat Position 15,Rappel de long,1,2,2025-01-17,2025-01-17 17:13:37.976754,RAS
Gretillat Position 16,Rappel de long,1,1,2025-01-17,2025-01-17 17:17:27.186439,RAS
Gretillat Position 17,Rappel de long,18,1,2025-01-17,2025-01-17 17:19:18.475989,RAS
Gretillat Position 18,Rappel de long,1,6,2025-01-17,2025-01-17 17:22:56.230405,RAS
Gretillat Position 19,Rappel de long,1,8,2025-01-17,2025-01-17 17:31:36.540268,RAS
Gretillat Position 20,Rappel de long,1,4,2025-01-17,2025-01-17 17:33:39.258706,RAS
Gretillat Position 21,Rappel de long,1,10,2025-01-25,2025-01-25 07:52:50.040977,RAS
Gretillat Position 22,Rappel de long,3,10,2025-01-25,2025-01-25 07:58:11.752247,RAS
Gretillat Position 23,Rappel de long,3,10,2025-01-25,2025-01-25 08:04:14.080071,RAS
Gretillat Position 24,Rappel de long,1,8,2025-01-25,2025-01-25 08:11:37.372545,RAS
Gretillat Position 25,Rappel de long,3,5,2025-03-02,2025-03-02 16:05:10.199233,RAS
Gretillat Position 26,Rappel de long,1,5,2025-03-02,2025-03-02 16:10:21.506703,RAS
Gretillat Position 27,Rappel de long,1,6,2025-03-02,2025-03-02 16:17:22.517802,RAS
Gretillat Position 28,Rappel de long,1,2,2025-03-02,2025-03-02 16:19:07.088946,RAS
Gretillat Position 29,Rappel de long,2,5,2025-03-02,2025-03-02 16:22:26.668750,RAS
Gretillat Position 30,Rappel de long,2,5,2025-03-02,2025-03-02 16:25:17.484213,RAS
Gretillat Position 31,Rappel de long,1,3,2025-03-02,2025-03-02 16:27:52.672086,RAS
Gretillat Position 32,Rappel de long,1,6,2025-03-02,2025-03-02 16:32:25.587793,RAS
Gretillat Position 33,Rappel de long,1,2,2025-03-02,2025-03-02 16:34:31.719517,RAS
Gretillat Position 34,Rappel de long,1,7,2025-03-02,2025-03-02 16:39:09.602960,RAS
Gretillat Position 35,Rappel de long,1,10,2025-03-02,2025-03-02 16:45:31.511465,RAS
Gretillat Position 36,Rappel de long,1,4,2025-03-02,2025-03-02 16:50:28.407518,RAS
Gretillat Position 37,Rappel de long,1,7,2025-03-02,2025-03-02 16:55:38.639645,RAS
Gretillat Position 38,Rappel de long,1,4,2025-03-02,2025-03-02 16:58:52.183868,RAS
Gretillat Position 39,Rappel de long,1,5,2025-03-02,2025-03-02 17:02:28.448210,RAS
Gretillat Position 40,Rappel de long,1,2,2025-03-02,2025-03-02 17:04:33.751812,RAS
Gretillat Position 41,Rappel de long,1,2,2025-03-02,2025-03-02 17:07:30.559847,RAS
Gretillat Position 42,Rappel de long,1,9,2025-03-02,2025-03-02 17:13:45.032772,RAS
Exercice 10 pt sur billes en lunette ,Rappel de large,6,10,2025-04-29,2025-04-29 17:59:46.708727,RAS
Gretillat Position 15,Prise americaine,1,10,2025-06-10,2025-06-10 17:13:46.442959,RAS
Gretillat Position 16,Prise americaine,1,9,2025-06-10,2025-06-10 17:20:04.655927,RAS
Gretillat Position 17,Prise americaine,1,5,2025-06-10,2025-06-10 17:22:55.795079,RAS
Gretillat Position 18,Prise americaine,1,6,2025-06-10,2025-06-10 17:27:12.012871,RAS
Gretillat Position 19,Prise americaine,1,5,2025-06-10,2025-06-10 17:29:44.090415,RAS
Gretillat Position 20,Prise americaine,1,19,2025-06-10,2025-06-10 17:39:16.656110,RAS
Gretillat Position 21,Prise americaine,1,7,2025-06-10,2025-06-10 17:41:44.530356,RAS
Gretillat Position 22,Prise americaine,1,10,2025-06-10,2025-06-10 17:48:07.806248,RAS
Gretillat Position 22,Prise americaine,1,10,2025-06-10,2025-06-10 17:52:31.004668,RAS
Gretillat Position 23,Prise americaine,1,10,2025-06-10,2025-06-10 17:54:18.929758,RAS
Gretillat Position 24,Prise americaine,1,4,2025-06-10,2025-06-10 17:54:25.897637,RAS
Gretillat Position 25,Prise americaine,1,2,2025-06-10,2025-06-10 17:57:10.392792,RAS
Gretillat Position 26,Prise americaine,1,6,2025-06-10,2025-06-10 18:04:05.047245,RAS
Gretillat Position 27,Prise americaine,1,2,2025-06-10,2025-06-10 18:05:41.045652,RAS
Gretillat Position 28,Prise americaine,1,7,2025-06-10,2025-06-10 18:09:47.423418,RAS
Gretillat Position 28,Prise americaine,1,3,2025-06-10,2025-06-10 18:10:51.184885,RAS
Gretillat Position 29,Prise americaine,1,8,2025-06-10,2025-06-10 18:15:40.411231,RAS
Gretillat Position 30,Prise americaine,1,7,2025-06-10,2025-06-10 18:18:02.488910,RAS
Gretillat Position 31,Prise americaine,1,5,2025-06-10,2025-06-10 18:18:09.013097,RAS
Gretillat Position 31,Prise americaine,1,10,2025-06-10,2025-06-10 18:24:14.938412,RAS
Gretillat Position 32,Prise americaine,1,4,2025-06-10,2025-06-10 18:26:15.635496,RAS
Gretillat Position 33,Prise americaine,1,1,2025-06-10,2025-06-10 18:27:48.075055,RAS
Gretillat Position 34,Prise americaine,1,4,2025-06-10,2025-06-10 18:28:15.762339,RAS
Gretillat Position 35,Prise americaine,1,4,2025-06-11,2025-06-11 18:42:43.757057,RAS
Gretillat Position 36,Prise americaine ,1,1,2025-06-11,2025-06-11 18:44:34.022138,RAS
Gretillat Position 37,Prise americaine ,1,9,2025-06-11,2025-06-11 18:49:33.504322,RAS
Gretillat Position 38,Prise americaine,2,2,2025-06-11,2025-06-11 18:57:32.828166,RAS
Gretillat Position 39,Prise americaine,1,3,2025-06-11,2025-06-11 18:59:16.921304,RAS
Gretillat Position 40,Prise americaine,1,2,2025-06-11,2025-06-11 19:01:56.413412,RAS
Gretillat Position 41,Prise americaine,1,4,2025-06-11,2025-06-11 19:04:42.421460,RAS
Gretillat Position 42,Prise americaine,0,20,2025-06-11,2025-06-11 19:12:20.003434,RAS
Gretillat Position 43,Prise americaine,0,20,2025-06-11,2025-06-11 19:18:52.075968,RAS
Gretillat Position 1,Prise americaine,1,5,2025-09-08,2025-09-08 16:43:06.082884,RAS
Gretillat Position 2,Prise americaine,1,1,2025-09-08,2025-09-08 16:44:27.419287,RAS
Gretillat Position 3,Prise americaine,1,5,2025-09-08,2025-09-08 16:49:26.414189,RAS
Gretillat Position 4,Prise americaine,1,1,2025-09-08,2025-09-08 16:51:26.816034,RAS
Gretillat Position 5,Prise americaine,1,6,2025-09-08,2025-09-08 16:56:06.020243,RAS
Gretillat Position 6,Prise americaine,0,7,2025-09-08,2025-09-08 17:00:12.944737,RAS
Gretillat Position 7,Prise americaine,1,7,2025-09-08,2025-09-08 17:06:10.686455,RAS
Gretillat Position 8,Prise americaine,1,3,2025-09-08,2025-09-08 17:08:46.081712,RAS
Gretillat Position 9,Prise americaine,0,8,2025-09-08,2025-09-08 17:15:02.729451,RAS
Gretillat Position 10,Prise americaine,1,3,2025-09-08,2025-09-08 17:20:54.709567,RAS
Gretillat Position 11,Prise americaine,1,1,2025-09-08,2025-09-08 17:22:46.068259,RAS
Gretillat Position 12,Prise americaine,1,3,2025-09-08,2025-09-08 17:25:25.489526,RAS
Gretillat Position 13,Prise americaine,0,7,2025-09-08,2025-09-08 17:30:12.629480,RAS
Gretillat Position 14,Prise americaine,1,6,2025-09-08,2025-09-08 17:34:25.338915,RAS
Gretillat Position 15,Prise americaine,1,5,2025-09-08,2025-09-08 17:38:05.102180,RAS
Gretillat Position 16,Prise americaine,1,5,2025-09-08,2025-09-08 17:41:11.203960,RAS
Gretillat Position 17,Prise americaine,1,7,2025-09-08,2025-09-08 17:43:52.502960,RAS
Gretillat Position 18,Prise americaine,1,2,2025-09-08,2025-09-08 17:45:29.578483,RAS
Gretillat Position 19,Prise americaine,1,1,2025-09-08,2025-09-08 17:46:50.490906,RAS
Gretillat Position 20,Prise americaine,1,1,2025-09-08,2025-09-08 17:49:41.400344,RAS
Gretillat Position 21,Prise americaine,0,8,2025-09-08,2025-09-08 17:55:20.537349,RAS
Gretillat Position 22,Prise americaine,1,6,2025-09-09,2025-09-09 18:50:33.215663,RAS
Gretillat Position 23,Prise americaine,1,8,2025-09-09,2025-09-09 18:55:44.724859,RAS
Gretillat Position 24,Prise americaine,1,5,2025-09-09,2025-09-09 18:59:14.953157,RAS
Gretillat Position 25,Prise americaine,1,1,2025-09-09,2025-09-09 19:02:19.422450,RAS
Gretillat Position 26,Prise americaine,1,1,2025-09-09,2025-09-09 19:05:15.100394,RAS
Gretillat Position 29,Prise americaine,1,10,2025-09-09,2025-09-09 19:12:15.070636,RAS
Gretillat Position 27,Prise americaine,0,7,2025-09-09,2025-09-09 19:16:24.123876,RAS
Gretillat Position 28,Prise americaine,0,7,2025-09-09,2025-09-09 19:22:36.451390,RAS
Gretillat Position 31,Prise americaine,1,2,2025-09-09,2025-09-09 19:24:24.819789,RAS
Gretillat Position 32,Prise americaine,1,2,2025-09-09,2025-09-09 19:27:05.715183,RAS
Gretillat Position 33,Prise americaine,1,3,2025-09-09,2025-09-09 19:30:38.627698,RAS
Gretillat Position 34,Prise americaine,1,1,2025-09-09,2025-09-09 19:32:34.207010,RAS
Gretillat Position 35,Prise americaine,1,7,2025-09-09,2025-09-09 19:36:56.672180,RAS
Gretillat Position 36,Prise americaine,1,1,2025-09-09,2025-09-09 19:39:43.857037,RAS
Gretillat Position 37,Prise americaine,1,7,2025-09-09,2025-09-09 19:44:33.661999,RAS
Gretillat Position 38,Prise americaine,1,2,2025-09-09,2025-09-09 19:47:30.917201,RAS
Gretillat Position 40,Prise americaine,1,5,2025-09-09,2025-09-09 19:50:39.920667,RAS
Gretillat Position 41,Prise americaine,1,3,2025-09-09,2025-09-09 19:53:17.942548,RAS
Gretillat Position 42,Prise americaine,1,3,2025-09-09,2025-09-09 19:56:26.879445,RAS
Gretillat Position 43,Rappel de long,0,7,2025-09-12,2025-09-12 17:47:28.201981,RAS
Gretillat Position 44,Rappel de long,1,7,2025-09-12,2025-09-12 17:52:44.673503,RAS
Gretillat Position 45,Rappel de long,1,4,2025-09-12,2025-09-12 17:56:02.695245,RAS
Gretillat Position 46,Rappel de long,0,7,2025-09-12,2025-09-12 17:59:57.367335,RAS
Gretillat Position 47,Rappel de long,1,4,2025-09-12,2025-09-12 18:02:40.958401,RAS
Gretillat Position 48,Rappel de long,1,1,2025-09-12,2025-09-12 18:04:06.031652,RAS
Gretillat Position 49,Rappel de long,1,1,2025-09-12,2025-09-12 18:05:41.397482,RAS
Gretillat Position 50,Rappel de long,1,2,2025-09-12,2025-09-12 18:08:18.505270,RAS
Gretillat Position 51,Rappel de long,1,8,2025-09-12,2025-09-12 18:12:33.462668,RAS
Gretillat Position 52,Rappel de long,1,4,2025-09-12,2025-09-12 18:15:06.778137,RAS
Gretillat Position 53,Rappel de long,0,9,2025-09-12,2025-09-12 18:19:10.982798,RAS
Gretillat Position 54,Rappel de long,1,6,2025-09-12,2025-09-12 18:22:50.293042,RAS
Gretillat Position 1,Prise americaine,1,4,2025-09-14,2025-09-14 17:00:34.475854,RAS
Gretillat Position 2,Prise americaine,1,1,2025-09-14,2025-09-14 17:02:21.091430,RAS
Gretillat Position 3,Prise americaine,1,3,2025-09-14,2025-09-14 17:05:17.343734,RAS
Gretillat Position 4,Prise americaine,1,1,2025-09-14,2025-09-14 17:07:20.568133,RAS
Gretillat Position 5,Prise americaine,1,7,2025-09-14,2025-09-14 17:12:33.044188,RAS
Gretillat Position 6,Prise americaine,1,10,2025-09-14,2025-09-14 17:18:11.142242,RAS
Gretillat Position 7,Prise americaine,1,7,2025-09-14,2025-09-14 17:22:40.810737,RAS
Gretillat Position 8,Prise americaine,1,1,2025-09-14,2025-09-14 17:25:09.840687,RAS
Gretillat Position 9,Prise americaine,1,15,2025-09-14,2025-09-14 17:31:43.984470,RAS
Gretillat Position 10,Prise americaine,1,6,2025-09-14,2025-09-14 17:35:14.119828,RAS
Gretillat Position 11,Prise americaine,1,2,2025-09-14,2025-09-14 17:38:21.524089,RAS
Gretillat Position 12,Prise americaine,1,1,2025-09-14,2025-09-14 17:39:55.915358,RAS
Gretillat Position 13,Prise americaine,1,9,2025-09-14,2025-09-14 17:44:05.438681,RAS
Gretillat Position 14,Prise americaine,0,9,2025-09-14,2025-09-14 17:48:16.674045,RAS
Gretillat Position 15,Prise americaine,1,4,2025-09-14,2025-09-14 17:51:13.064535,RAS
Gretillat Position 16,Prise americaine,1,1,2025-09-14,2025-09-14 17:52:34.827960,RAS
Gretillat Position 17,Prise americaine,1,4,2025-09-14,2025-09-14 17:55:18.364411,RAS
Gretillat Position 18,Prise americaine,1,9,2025-09-14,2025-09-14 17:59:38.899651,RAS
Gretillat Position 19,Prise americaine,1,4,2025-09-14,2025-09-14 18:02:33.192040,RAS
Gretillat Position 20,Prise americaine,1,5,2025-09-14,2025-09-14 18:06:07.992774,RAS
Gretillat Position 21,Prise americaine,1,7,2025-09-14,2025-09-14 18:09:25.840888,RAS
Gretillat Position 22,Prise americaine,1,7,2025-09-14,2025-09-14 18:14:47.970158,RAS
Position 1,Rappel de large,1,1,2025-09-17,2025-09-17 18:21:29.754805,RAS
Gretillat Position 2,Rappel de large,1,3,2025-09-17,2025-09-17 18:22:58.228544,RAS
Gretillat Position 3,Rappel de large,1,5,2025-09-17,2025-09-17 18:24:31.575098,RAS
Gretillat Position 4,Rappel de large,1,2,2025-09-17,2025-09-17 18:25:46.586109,RAS
Gretillat Position 5,Rappel de large,1,7,2025-09-17,2025-09-17 18:29:05.119420,RAS
Gretillat Position 6,Rappel de large,1,11,2025-09-17,2025-09-17 18:34:32.281863,RAS
Gretillat Position 7,Rappel de large,1,11,2025-09-17,2025-09-17 18:39:20.227986,RAS
Gretillat Position 8,Rappel de large,1,5,2025-09-17,2025-09-17 18:41:33.206686,RAS
Gretillat Position 9,Rappel de large,1,7,2025-09-17,2025-09-17 18:44:31.458430,RAS
Gretillat Position 10,Rappel de large,1,1,2025-09-17,2025-09-17 18:45:25.623253,RAS
Gretillat Position 11,Rappel de large,1,12,2025-09-17,2025-09-17 18:49:20.549703,RAS
Gretillat Position 12,Rappel de large,1,1,2025-09-17,2025-09-17 18:50:21.759707,RAS
Gretillat Position 13,Rappel de large,1,11,2025-09-17,2025-09-17 18:53:58.906224,RAS
Gretillat Position 14,Rappel de large,1,7,2025-09-17,2025-09-17 18:57:42.670089,RAS
Gretillat Position 15,Rappel de large,1,5,2025-09-17,2025-09-17 18:59:02.947098,RAS
Gretillat Position 16,Rappel de large,1,10,2025-09-17,2025-09-17 19:02:54.103469,RAS
